epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
1,0.6937,0.693,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
2,0.6932,0.693,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
3,0.6932,0.6931,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
4,0.6932,0.693,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
5,0.6932,0.693,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
6,0.6932,0.693,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
7,0.6932,0.693,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
8,0.6932,0.6931,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
9,0.6932,0.693,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
10,0.6932,0.6931,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
11,0.6932,0.6931,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
12,0.6932,0.6931,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
13,0.6932,0.6931,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
14,0.6931,0.6931,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
15,0.6932,0.6931,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
16,0.6931,0.693,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
17,0.6932,0.6931,0.5075682557646061,0.3367,MLP-ReLU-Adagrad-0.01-0_Drop-0.00
