epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
39,0.5024,0.506,0.7479134248125618,0.7469,MLP520-Tanh-Adagrad-0.01-0
40,0.5018,0.5106,0.7455085584948367,0.7454,MLP520-Tanh-Adagrad-0.01-0
41,0.5024,0.5074,0.7463573348422691,0.7459,MLP520-Tanh-Adagrad-0.01-0
42,0.5012,0.5064,0.7501768284057151,0.7477,MLP520-Tanh-Adagrad-0.01-0
43,0.5009,0.5087,0.7455085584948367,0.7452,MLP520-Tanh-Adagrad-0.01-0
44,0.501,0.5057,0.7510256047531475,0.7494,MLP520-Tanh-Adagrad-0.01-0
45,0.5013,0.5063,0.7504597538548592,0.748,MLP520-Tanh-Adagrad-0.01-0
46,0.5009,0.5058,0.7494695147828547,0.7481,MLP520-Tanh-Adagrad-0.01-0
47,0.5018,0.5057,0.7496109775074268,0.7483,MLP520-Tanh-Adagrad-0.01-0
48,0.5016,0.5057,0.7513085302022917,0.7496,MLP520-Tanh-Adagrad-0.01-0
49,0.5009,0.5062,0.7479134248125618,0.7471,MLP520-Tanh-Adagrad-0.01-0
50,0.5014,0.5056,0.7494695147828547,0.7482,MLP520-Tanh-Adagrad-0.01-0
51,0.5004,0.5094,0.7453670957702645,0.7452,MLP520-Tanh-Adagrad-0.01-0
52,0.5008,0.5057,0.749893902956571,0.7486,MLP520-Tanh-Adagrad-0.01-0
53,0.5009,0.5063,0.7507426793040034,0.7483,MLP520-Tanh-Adagrad-0.01-0
54,0.5005,0.5056,0.7501768284057151,0.7488,MLP520-Tanh-Adagrad-0.01-0
55,0.5008,0.5061,0.7503182911302871,0.748,MLP520-Tanh-Adagrad-0.01-0
56,0.5005,0.5055,0.7491865893337105,0.7479,MLP520-Tanh-Adagrad-0.01-0
57,0.5016,0.5054,0.7508841420285755,0.7494,MLP520-Tanh-Adagrad-0.01-0
58,0.5011,0.5055,0.7501768284057151,0.7488,MLP520-Tanh-Adagrad-0.01-0
59,0.5003,0.5053,0.7504597538548592,0.7491,MLP520-Tanh-Adagrad-0.01-0
60,0.501,0.5053,0.749893902956571,0.7485,MLP520-Tanh-Adagrad-0.01-0
61,0.5008,0.5085,0.7490451266091385,0.7455,MLP520-Tanh-Adagrad-0.01-0
62,0.5016,0.5053,0.75187438110058,0.7504,MLP520-Tanh-Adagrad-0.01-0
63,0.501,0.5098,0.7453670957702645,0.7452,MLP520-Tanh-Adagrad-0.01-0
64,0.501,0.5066,0.7473475739142736,0.7467,MLP520-Tanh-Adagrad-0.01-0
65,0.5005,0.5055,0.7508841420285755,0.7491,MLP520-Tanh-Adagrad-0.01-0
66,0.5003,0.5056,0.7489036638845664,0.7478,MLP520-Tanh-Adagrad-0.01-0
67,0.5003,0.5065,0.7466402602914132,0.7461,MLP520-Tanh-Adagrad-0.01-0
68,0.501,0.5067,0.7464987975668411,0.746,MLP520-Tanh-Adagrad-0.01-0
69,0.5003,0.5062,0.7464987975668411,0.7458,MLP520-Tanh-Adagrad-0.01-0
70,0.5007,0.5057,0.7484792757108502,0.7476,MLP520-Tanh-Adagrad-0.01-0
71,0.5,0.5056,0.7490451266091385,0.7481,MLP520-Tanh-Adagrad-0.01-0
72,0.5008,0.5056,0.7510256047531475,0.7489,MLP520-Tanh-Adagrad-0.01-0
73,0.5,0.5053,0.7515914556514358,0.7501,MLP520-Tanh-Adagrad-0.01-0
74,0.5001,0.5052,0.7515914556514358,0.75,MLP520-Tanh-Adagrad-0.01-0
75,0.5004,0.5052,0.7514499929268638,0.7499,MLP520-Tanh-Adagrad-0.01-0
76,0.5009,0.5059,0.7507426793040034,0.7482,MLP520-Tanh-Adagrad-0.01-0
77,0.5003,0.5052,0.750035365681143,0.7488,MLP520-Tanh-Adagrad-0.01-0
78,0.5001,0.5052,0.7494695147828547,0.7482,MLP520-Tanh-Adagrad-0.01-0
79,0.5,0.5055,0.7489036638845664,0.7479,MLP520-Tanh-Adagrad-0.01-0
80,0.5003,0.5055,0.7489036638845664,0.7479,MLP520-Tanh-Adagrad-0.01-0
81,0.4994,0.5052,0.75187438110058,0.7501,MLP520-Tanh-Adagrad-0.01-0
82,0.4995,0.5052,0.7506012165794314,0.7492,MLP520-Tanh-Adagrad-0.01-0
83,0.5006,0.5052,0.7514499929268638,0.7498,MLP520-Tanh-Adagrad-0.01-0
84,0.4994,0.5058,0.75187438110058,0.7495,MLP520-Tanh-Adagrad-0.01-0
85,0.499,0.5053,0.75187438110058,0.7501,MLP520-Tanh-Adagrad-0.01-0
86,0.5,0.5054,0.7491865893337105,0.7482,MLP520-Tanh-Adagrad-0.01-0
87,0.5004,0.5054,0.750035365681143,0.749,MLP520-Tanh-Adagrad-0.01-0
88,0.4998,0.5051,0.7514499929268638,0.7498,MLP520-Tanh-Adagrad-0.01-0
89,0.4998,0.5057,0.748054887537134,0.7473,MLP520-Tanh-Adagrad-0.01-0
90,0.5,0.5058,0.7474890366388457,0.7467,MLP520-Tanh-Adagrad-0.01-0
91,0.4993,0.5056,0.7513085302022917,0.749,MLP520-Tanh-Adagrad-0.01-0
92,0.5004,0.5056,0.7515914556514358,0.7493,MLP520-Tanh-Adagrad-0.01-0
93,0.4995,0.5054,0.7513085302022917,0.7494,MLP520-Tanh-Adagrad-0.01-0
94,0.5001,0.505,0.7506012165794314,0.7492,MLP520-Tanh-Adagrad-0.01-0
95,0.4998,0.5062,0.7503182911302871,0.7475,MLP520-Tanh-Adagrad-0.01-0
96,0.5002,0.5063,0.7470646484651294,0.7465,MLP520-Tanh-Adagrad-0.01-0
97,0.4996,0.505,0.7514499929268638,0.7497,MLP520-Tanh-Adagrad-0.01-0
98,0.5,0.5054,0.7508841420285755,0.7486,MLP520-Tanh-Adagrad-0.01-0
99,0.5004,0.5052,0.7496109775074268,0.7485,MLP520-Tanh-Adagrad-0.01-0
100,0.4994,0.506,0.7507426793040034,0.748,MLP520-Tanh-Adagrad-0.01-0
1,0.6779,0.6622,0.6935917385768849,0.6933,MLP520-Tanh-Adagrad-0.001-0
2,0.6432,0.6229,0.7029282783986419,0.7027,MLP520-Tanh-Adagrad-0.001-0
3,0.6061,0.5906,0.7085867873815249,0.7085,MLP520-Tanh-Adagrad-0.001-0
4,0.5808,0.5722,0.7121233554958268,0.712,MLP520-Tanh-Adagrad-0.001-0
5,0.5673,0.5625,0.7177818644787098,0.7172,MLP520-Tanh-Adagrad-0.001-0
6,0.5604,0.5574,0.7174989390295657,0.7171,MLP520-Tanh-Adagrad-0.001-0
7,0.5571,0.5541,0.7207525816947234,0.7202,MLP520-Tanh-Adagrad-0.001-0
8,0.5546,0.5516,0.7224501343895884,0.7218,MLP520-Tanh-Adagrad-0.001-0
9,0.5513,0.5497,0.7235818361861649,0.7232,MLP520-Tanh-Adagrad-0.001-0
10,0.5496,0.5479,0.7248550007073136,0.7244,MLP520-Tanh-Adagrad-0.001-0
11,0.5489,0.5465,0.7249964634318857,0.7245,MLP520-Tanh-Adagrad-0.001-0
12,0.5475,0.5453,0.7261281652284624,0.7256,MLP520-Tanh-Adagrad-0.001-0
