epoch,epoch_training_loss,epoch_validation_loss,epoch_testing_loss,training_accuracy,training_f1,validation_accuracy,validation_f1,testing_accuracy,testing_f1,model-activation-optimizer-lr-wd
22,0.5057,0.5017,0.5116,0.7541725601131541,0.7528,0.7507426793040034,0.7499,0.7480416600357187,0.7469,MLP520-Tanh-Adagrad-0.01-0
23,0.5057,0.5021,0.5118,0.753041018387553,0.7515,0.7504597538548592,0.7494,0.748165437730978,0.7469,MLP520-Tanh-Adagrad-0.01-0
24,0.5051,0.5001,0.5113,0.7506364922206507,0.75,0.7532890083463007,0.7529,0.7481300726751896,0.7476,MLP520-Tanh-Adagrad-0.01-0
25,0.5048,0.5005,0.5111,0.7513437057991513,0.7504,0.7511670674777197,0.7505,0.7477587395894117,0.7469,MLP520-Tanh-Adagrad-0.01-0
26,0.5055,0.5008,0.5116,0.753041018387553,0.7521,0.7520158438251521,0.7514,0.7477233745336234,0.7469,MLP520-Tanh-Adagrad-0.01-0
27,0.5052,0.5012,0.5116,0.7527581329561528,0.7515,0.7508841420285755,0.7501,0.7484837232330734,0.7474,MLP520-Tanh-Adagrad-0.01-0
28,0.5049,0.5002,0.5119,0.7521923620933522,0.7519,0.7547036355920215,0.7546,0.7474758191431047,0.7473,MLP520-Tanh-Adagrad-0.01-0
29,0.5051,0.5,0.5113,0.7541725601131541,0.7537,0.7542792474183053,0.754,0.7481300726751896,0.7477,MLP520-Tanh-Adagrad-0.01-0
30,0.5049,0.5001,0.5115,0.7544554455445545,0.754,0.7531475456217287,0.7529,0.7474935016709989,0.7472,MLP520-Tanh-Adagrad-0.01-0
31,0.505,0.5002,0.5112,0.7534653465346535,0.7528,0.7534304710708728,0.7531,0.7485014057609676,0.748,MLP520-Tanh-Adagrad-0.01-0
32,0.5043,0.5021,0.5147,0.7502121640735502,0.7502,0.7535719337954448,0.7536,0.7459374392163104,0.7459,MLP520-Tanh-Adagrad-0.01-0
33,0.5051,0.5008,0.5113,0.7523338048090523,0.7513,0.7507426793040034,0.75,0.7481123901472955,0.7472,MLP520-Tanh-Adagrad-0.01-0
34,0.5043,0.5012,0.5116,0.7531824611032532,0.7519,0.7510256047531475,0.7502,0.7484837232330734,0.7474,MLP520-Tanh-Adagrad-0.01-0
35,0.5041,0.5005,0.5124,0.7524752475247525,0.7523,0.7559768001131701,0.7559,0.7474758191431047,0.7474,MLP520-Tanh-Adagrad-0.01-0
36,0.5048,0.5005,0.5107,0.7536067892503536,0.7527,0.753713396520017,0.7531,0.748253850370449,0.7475,MLP520-Tanh-Adagrad-0.01-0
37,0.5043,0.5,0.5112,0.7536067892503536,0.753,0.7554109492148818,0.7551,0.7483953105936024,0.7479,MLP520-Tanh-Adagrad-0.01-0
38,0.5048,0.5001,0.5109,0.7531824611032532,0.7524,0.7545621728674494,0.7541,0.748359945537814,0.7477,MLP520-Tanh-Adagrad-0.01-0
39,0.5046,0.5006,0.5109,0.7531824611032532,0.7521,0.7522987692742962,0.7516,0.7488020087351688,0.7479,MLP520-Tanh-Adagrad-0.01-0
40,0.5045,0.5002,0.5111,0.7531824611032532,0.7524,0.7541377846937332,0.7537,0.7483953105936024,0.7477,MLP520-Tanh-Adagrad-0.01-0
41,0.5042,0.501,0.5111,0.752899575671853,0.7516,0.751732918376008,0.7509,0.7487666436793804,0.7477,MLP520-Tanh-Adagrad-0.01-0
42,0.5042,0.5013,0.5116,0.7537482319660538,0.7523,0.7515914556514358,0.7507,0.748731278623592,0.7475,MLP520-Tanh-Adagrad-0.01-0
43,0.5043,0.5003,0.5109,0.7531824611032532,0.7523,0.7530060828971566,0.7525,0.7484129931214967,0.7476,MLP520-Tanh-Adagrad-0.01-0
44,0.5038,0.5009,0.5109,0.7534653465346535,0.7522,0.751732918376008,0.7509,0.7489611514862164,0.7479,MLP520-Tanh-Adagrad-0.01-0
45,0.5036,0.5028,0.5123,0.7527581329561528,0.7507,0.7506012165794314,0.7492,0.7473343589199511,0.7456,MLP520-Tanh-Adagrad-0.01-0
46,0.504,0.502,0.5119,0.7541725601131541,0.7524,0.7506012165794314,0.7495,0.7486075009283327,0.7472,MLP520-Tanh-Adagrad-0.01-0
47,0.5041,0.4998,0.511,0.7541725601131541,0.7535,0.7554109492148818,0.7551,0.7482892154262374,0.7478,MLP520-Tanh-Adagrad-0.01-0
48,0.5041,0.5001,0.5117,0.7544554455445545,0.7541,0.755693874664026,0.7556,0.7481123901472955,0.7479,MLP520-Tanh-Adagrad-0.01-0
49,0.504,0.4999,0.5111,0.7555869872701556,0.7551,0.7552694864903098,0.755,0.7480062949799303,0.7476,MLP520-Tanh-Adagrad-0.01-0
50,0.504,0.5002,0.5105,0.753041018387553,0.7522,0.7527231574480124,0.7522,0.7488373737909572,0.7481,MLP520-Tanh-Adagrad-0.01-0
51,0.5037,0.5,0.5109,0.7526166902404526,0.7518,0.7539963219691611,0.7535,0.7488727388467455,0.7482,MLP520-Tanh-Adagrad-0.01-0
52,0.5039,0.501,0.5113,0.7548797736916549,0.7535,0.7524402319988683,0.7515,0.7489611514862164,0.7478,MLP520-Tanh-Adagrad-0.01-0
53,0.5037,0.501,0.511,0.7543140028288543,0.753,0.7520158438251521,0.7511,0.7488904213746397,0.7477,MLP520-Tanh-Adagrad-0.01-0
54,0.5041,0.5006,0.5111,0.7521923620933522,0.751,0.7525816947234404,0.7519,0.7488020087351688,0.7478,MLP520-Tanh-Adagrad-0.01-0
55,0.5032,0.5009,0.5111,0.7536067892503536,0.7523,0.7528646201725845,0.752,0.7493148020441002,0.7482,MLP520-Tanh-Adagrad-0.01-0
56,0.5034,0.5012,0.5113,0.7558698727015559,0.7545,0.7522987692742962,0.7513,0.7490141990698991,0.7478,MLP520-Tanh-Adagrad-0.01-0
57,0.5036,0.5,0.5118,0.7557284299858558,0.7553,0.755552411939454,0.7554,0.7481831202588722,0.7479,MLP520-Tanh-Adagrad-0.01-0
58,0.5036,0.5001,0.511,0.7523338048090523,0.7514,0.7528646201725845,0.7523,0.7489081039025339,0.7482,MLP520-Tanh-Adagrad-0.01-0
59,0.5032,0.5003,0.5107,0.752899575671853,0.7519,0.7527231574480124,0.7521,0.7489611514862164,0.7481,MLP520-Tanh-Adagrad-0.01-0
60,0.5035,0.4999,0.5108,0.7534653465346535,0.7528,0.7548450983165936,0.7544,0.7488727388467455,0.7483,MLP520-Tanh-Adagrad-0.01-0
61,0.5036,0.4998,0.5111,0.7544554455445545,0.754,0.755693874664026,0.7554,0.7479178823404594,0.7476,MLP520-Tanh-Adagrad-0.01-0
62,0.5038,0.4998,0.5108,0.7534653465346535,0.7528,0.7552694864903098,0.7549,0.7488904213746397,0.7483,MLP520-Tanh-Adagrad-0.01-0
63,0.5032,0.5021,0.5116,0.7536067892503536,0.7517,0.7514499929268638,0.7502,0.7476703269499407,0.7461,MLP520-Tanh-Adagrad-0.01-0
64,0.5036,0.5005,0.5108,0.7527581329561528,0.7516,0.7525816947234404,0.7519,0.7491379767651584,0.7482,MLP520-Tanh-Adagrad-0.01-0
65,0.5036,0.5007,0.5108,0.7536067892503536,0.7524,0.7514499929268638,0.7507,0.7489434689583223,0.7479,MLP520-Tanh-Adagrad-0.01-0
66,0.5036,0.4997,0.5109,0.7547383309759548,0.7542,0.7554109492148818,0.7551,0.7484837232330734,0.7481,MLP520-Tanh-Adagrad-0.01-0
67,0.5032,0.5,0.5109,0.7521923620933522,0.7514,0.7548450983165936,0.7544,0.7491910243488409,0.7485,MLP520-Tanh-Adagrad-0.01-0
68,0.5035,0.5009,0.511,0.7547383309759548,0.7534,0.7530060828971566,0.7521,0.7491910243488409,0.748,MLP520-Tanh-Adagrad-0.01-0
69,0.5035,0.5001,0.5107,0.753041018387553,0.7521,0.7527231574480124,0.7521,0.7491733418209467,0.7484,MLP520-Tanh-Adagrad-0.01-0
70,0.5026,0.5031,0.5126,0.7543140028288543,0.7521,0.7493280520582827,0.7478,0.7473697239757395,0.7455,MLP520-Tanh-Adagrad-0.01-0
71,0.5035,0.5001,0.5107,0.7524752475247525,0.7515,0.7531475456217287,0.7525,0.7492263894046293,0.7484,MLP520-Tanh-Adagrad-0.01-0
72,0.5031,0.5008,0.511,0.7541725601131541,0.7529,0.7530060828971566,0.7521,0.7490318815977932,0.7479,MLP520-Tanh-Adagrad-0.01-0
73,0.5029,0.4998,0.5108,0.7524752475247525,0.7516,0.7534304710708728,0.7529,0.7491556592930525,0.7484,MLP520-Tanh-Adagrad-0.01-0
74,0.503,0.5032,0.5128,0.754031117397454,0.7519,0.7496109775074268,0.748,0.7474050890315279,0.7455,MLP520-Tanh-Adagrad-0.01-0
75,0.5034,0.4999,0.5107,0.7526166902404526,0.7518,0.7532890083463007,0.7528,0.7491202942372641,0.7484,MLP520-Tanh-Adagrad-0.01-0
76,0.5033,0.5,0.5107,0.7527581329561528,0.7519,0.7535719337954448,0.753,0.7492794369883119,0.7485,MLP520-Tanh-Adagrad-0.01-0
77,0.5032,0.4996,0.5109,0.7544554455445545,0.7539,0.755693874664026,0.7554,0.7483245804820257,0.7479,MLP520-Tanh-Adagrad-0.01-0
78,0.5032,0.5009,0.511,0.7547383309759548,0.7534,0.7528646201725845,0.7519,0.74910261170937,0.7479,MLP520-Tanh-Adagrad-0.01-0
79,0.5032,0.5011,0.5113,0.7547383309759548,0.7533,0.7530060828971566,0.752,0.7489788340141107,0.7477,MLP520-Tanh-Adagrad-0.01-0
80,0.503,0.4999,0.5115,0.7554455445544555,0.7551,0.7561182628377423,0.7559,0.7481831202588722,0.7479,MLP520-Tanh-Adagrad-0.01-0
81,0.5033,0.5002,0.5109,0.7526166902404526,0.7516,0.7531475456217287,0.7525,0.749297119516206,0.7484,MLP520-Tanh-Adagrad-0.01-0
82,0.5027,0.5023,0.5119,0.7531824611032532,0.7512,0.7507426793040034,0.7494,0.7475642317825756,0.7459,MLP520-Tanh-Adagrad-0.01-0
83,0.503,0.5007,0.5109,0.7537482319660538,0.7526,0.7530060828971566,0.7522,0.7491910243488409,0.7482,MLP520-Tanh-Adagrad-0.01-0
84,0.503,0.4997,0.511,0.755021216407355,0.7545,0.7554109492148818,0.7551,0.7487843262072746,0.7483,MLP520-Tanh-Adagrad-0.01-0
85,0.5031,0.4998,0.5109,0.7531824611032532,0.7525,0.755693874664026,0.7553,0.7489081039025339,0.7483,MLP520-Tanh-Adagrad-0.01-0
86,0.5029,0.5007,0.5107,0.7538896746817539,0.7526,0.753713396520017,0.7528,0.7491910243488409,0.7481,MLP520-Tanh-Adagrad-0.01-0
87,0.5027,0.4999,0.5107,0.7531824611032532,0.7525,0.755693874664026,0.7553,0.7490141990698991,0.7484,MLP520-Tanh-Adagrad-0.01-0
88,0.5032,0.5003,0.5106,0.754031117397454,0.753,0.7530060828971566,0.7523,0.7489434689583223,0.748,MLP520-Tanh-Adagrad-0.01-0
89,0.503,0.5022,0.5117,0.7537482319660538,0.7518,0.7508841420285755,0.7495,0.7476172793662582,0.746,MLP520-Tanh-Adagrad-0.01-0
90,0.5029,0.5,0.5105,0.7516265912305516,0.7507,0.7534304710708728,0.7528,0.7493324845719944,0.7485,MLP520-Tanh-Adagrad-0.01-0
91,0.5028,0.5024,0.5119,0.7536067892503536,0.7515,0.7501768284057151,0.7487,0.7473343589199511,0.7456,MLP520-Tanh-Adagrad-0.01-0
92,0.5027,0.5005,0.5108,0.753041018387553,0.7519,0.7538548592445891,0.7531,0.7489965165420048,0.748,MLP520-Tanh-Adagrad-0.01-0
93,0.5029,0.5001,0.5104,0.7517680339462518,0.7508,0.753713396520017,0.7531,0.7493501670998886,0.7485,MLP520-Tanh-Adagrad-0.01-0
94,0.5029,0.4999,0.5107,0.7527581329561528,0.7519,0.7544207101428774,0.7539,0.7491733418209467,0.7485,MLP520-Tanh-Adagrad-0.01-0
95,0.5028,0.4999,0.5115,0.7555869872701556,0.7552,0.7558353373885981,0.7557,0.7482361678425548,0.748,MLP520-Tanh-Adagrad-0.01-0
96,0.5029,0.4998,0.5107,0.7533239038189533,0.7526,0.755552411939454,0.7551,0.7488904213746397,0.7483,MLP520-Tanh-Adagrad-0.01-0
97,0.5027,0.502,0.5118,0.7534653465346535,0.7516,0.7513085302022917,0.75,0.7479886124520362,0.7465,MLP520-Tanh-Adagrad-0.01-0
98,0.5029,0.5017,0.5116,0.7531824611032532,0.7514,0.7511670674777197,0.75,0.748359945537814,0.7469,MLP520-Tanh-Adagrad-0.01-0
99,0.503,0.4997,0.5109,0.755021216407355,0.7545,0.7558353373885981,0.7555,0.7489788340141107,0.7485,MLP520-Tanh-Adagrad-0.01-0
100,0.5029,0.5006,0.5109,0.7534653465346535,0.7523,0.7528646201725845,0.752,0.7491556592930525,0.7481,MLP520-Tanh-Adagrad-0.01-0
